Tournament,Stage,Match Type,Match Name,Team A,Team B,Team A Score,Team B Score,Match Result
VCT 2025: Americas Stage 1,Group Stage,Week 3,2Game Esports vs KRÜ Esports,2Game Esports,KRÜ Esports,1,2,KRÜ Esports won
VCT 2025: Americas Stage 1,Group Stage,Week 3,G2 Esports vs NRG,G2 Esports,NRG,2,0,G2 Esports won
VCT 2025: Americas Stage 1,Group Stage,Week 3,FURIA vs LEVIATÁN,FURIA,LEVIATÁN,0,2,LEVIATÁN won
VCT 2025: Americas Stage 1,Group Stage,Week 3,Cloud9 vs MIBR,Cloud9,MIBR,1,2,MIBR won
VCT 2025: Americas Stage 1,Group Stage,Week 4,100 Thieves vs 2Game Esports,100 Thieves,2Game Esports,2,0,100 Thieves won
VCT 2025: Americas Stage 1,Group Stage,Week 4,G2 Esports vs LEVIATÁN,G2 Esports,LEVIATÁN,2,1,G2 Esports won
VCT 2025: Americas Stage 1,Group Stage,Week 4,FURIA vs Cloud9,FURIA,Cloud9,0,2,Cloud9 won
VCT 2025: Americas Stage 1,Group Stage,Week 4,Sentinels vs LOUD,Sentinels,LOUD,2,1,Sentinels won
VCT 2025: Americas Stage 1,Group Stage,Week 4,KRÜ Esports vs Evil Geniuses,KRÜ Esports,Evil Geniuses,0,2,Evil Geniuses won
VCT 2025: Americas Stage 1,Group Stage,Week 4,NRG vs MIBR,NRG,MIBR,0,2,MIBR won
VCT 2025: Americas Stage 1,Group Stage,Week 5,G2 Esports vs Cloud9,G2 Esports,Cloud9,2,1,G2 Esports won
VCT 2025: Americas Stage 1,Group Stage,Week 5,MIBR vs FURIA,MIBR,FURIA,2,1,MIBR won
VCT 2025: Americas Stage 1,Group Stage,Week 5,Sentinels vs 2Game Esports,Sentinels,2Game Esports,2,0,Sentinels won
VCT 2025: Americas Stage 1,Group Stage,Week 5,KRÜ Esports vs 100 Thieves,KRÜ Esports,100 Thieves,2,0,KRÜ Esports won
VCT 2025: Americas Stage 1,Group Stage,Week 5,Evil Geniuses vs LOUD,Evil Geniuses,LOUD,2,1,Evil Geniuses won
VCT 2025: Americas Stage 1,Group Stage,Week 5,LEVIATÁN vs NRG,LEVIATÁN,NRG,0,2,NRG won
VCT 2025: Americas Stage 1,Playoffs,Upper Round 1,MIBR vs 100 Thieves,MIBR,100 Thieves,2,0,MIBR won
VCT 2025: Americas Stage 1,Playoffs,Upper Round 1,Sentinels vs Cloud9,Sentinels,Cloud9,2,0,Sentinels won
VCT 2025: Americas Stage 1,Playoffs,Lower Round 1,100 Thieves vs NRG,100 Thieves,NRG,2,0,100 Thieves won
VCT 2025: Americas Stage 1,Playoffs,Lower Round 1,Cloud9 vs Evil Geniuses,Cloud9,Evil Geniuses,0,2,Evil Geniuses won
VCT 2025: Americas Stage 1,Playoffs,Upper Semifinals,KRÜ Esports vs MIBR,KRÜ Esports,MIBR,0,2,MIBR won
VCT 2025: Americas Stage 1,Playoffs,Upper Semifinals,G2 Esports vs Sentinels,G2 Esports,Sentinels,1,2,Sentinels won
VCT 2025: Americas Stage 1,Playoffs,Lower Round 2,KRÜ Esports vs Evil Geniuses,KRÜ Esports,Evil Geniuses,0,2,Evil Geniuses won
VCT 2025: Americas Stage 1,Playoffs,Lower Round 2,G2 Esports vs 100 Thieves,G2 Esports,100 Thieves,2,1,G2 Esports won
VCT 2025: Americas Stage 1,Playoffs,Upper Final,MIBR vs Sentinels,MIBR,Sentinels,0,2,Sentinels won
VCT 2025: Americas Stage 1,Playoffs,Lower Round 3,G2 Esports vs Evil Geniuses,G2 Esports,Evil Geniuses,2,1,G2 Esports won
VCT 2025: Americas Stage 1,Playoffs,Lower Final,MIBR vs G2 Esports,MIBR,G2 Esports,1,3,G2 Esports won
VCT 2025: Americas Stage 1,Playoffs,Grand Final,Sentinels vs G2 Esports,Sentinels,G2 Esports,1,3,G2 Esports won
Valorant Masters Bangkok 2025,Swiss Stage,Round 1,EDward Gaming vs Team Liquid,EDward Gaming,Team Liquid,2,0,EDward Gaming won
Valorant Masters Bangkok 2025,Swiss Stage,Round 1,DRX vs Sentinels,DRX,Sentinels,2,0,DRX won
Valorant Masters Bangkok 2025,Swiss Stage,Round 1,Team Vitality vs T1,Team Vitality,T1,2,0,Team Vitality won
Valorant Masters Bangkok 2025,Swiss Stage,Round 1,G2 Esports vs Trace Esports,G2 Esports,Trace Esports,2,0,G2 Esports won
Valorant Masters Bangkok 2025,Swiss Stage,Round 2 (1-0),DRX vs Team Vitality,DRX,Team Vitality,1,2,Team Vitality won
Valorant Masters Bangkok 2025,Swiss Stage,Round 2 (1-0),EDward Gaming vs G2 Esports,EDward Gaming,G2 Esports,2,1,EDward Gaming won
Valorant Masters Bangkok 2025,Swiss Stage,Round 2 (0-1),T1 vs Trace Esports,T1,Trace Esports,2,0,T1 won
Valorant Masters Bangkok 2025,Swiss Stage,Round 2 (0-1),Team Liquid vs Sentinels,Team Liquid,Sentinels,2,1,Team Liquid won
Valorant Masters Bangkok 2025,Swiss Stage,Round 3,T1 vs DRX,T1,DRX,2,0,T1 won
Valorant Masters Bangkok 2025,Swiss Stage,Round 3,G2 Esports vs Team Liquid,G2 Esports,Team Liquid,2,0,G2 Esports won
Valorant Masters Bangkok 2025,Playoffs,Upper Semifinals,EDward Gaming vs T1,EDward Gaming,T1,2,1,EDward Gaming won
Valorant Masters Bangkok 2025,Playoffs,Upper Semifinals,Team Vitality vs G2 Esports,Team Vitality,G2 Esports,0,2,G2 Esports won
Valorant Masters Bangkok 2025,Playoffs,Upper Final,EDward Gaming vs G2 Esports,EDward Gaming,G2 Esports,0,2,G2 Esports won
Valorant Masters Bangkok 2025,Playoffs,Lower Round 1,T1 vs Team Vitality,T1,Team Vitality,2,1,T1 won
Valorant Masters Bangkok 2025,Playoffs,Lower Final,EDward Gaming vs T1,EDward Gaming,T1,1,3,T1 won
Valorant Masters Bangkok 2025,Playoffs,Grand Final,G2 Esports vs T1,G2 Esports,T1,2,3,T1 won
VCT 2025: EMEA Kickoff,Main Event,Upper Round 1,BBL Esports vs GIANTX,BBL Esports,GIANTX,2,1,BBL Esports won
VCT 2025: EMEA Kickoff,Main Event,Upper Round 1,Karmine Corp vs Natus Vincere,Karmine Corp,Natus Vincere,2,1,Karmine Corp won
VCT 2025: EMEA Kickoff,Main Event,Upper Round 1,Team Liquid vs KOI,Team Liquid,KOI,2,1,Team Liquid won
VCT 2025: EMEA Kickoff,Main Event,Upper Round 1,Apeks vs Gentle Mates,Apeks,Gentle Mates,0,2,Gentle Mates won
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,FNATIC vs BBL Esports,FNATIC,BBL Esports,1,2,BBL Esports won
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,Team Vitality vs Karmine Corp,Team Vitality,Karmine Corp,2,1,Team Vitality won
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,FUT Esports vs Team Liquid,FUT Esports,Team Liquid,2,0,FUT Esports won
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,Team Heretics vs Gentle Mates,Team Heretics,Gentle Mates,2,1,Team Heretics won
VCT 2025: EMEA Kickoff,Main Event,Lower Round 1,Karmine Corp vs GIANTX,Karmine Corp,GIANTX,1,2,GIANTX won
VCT 2025: EMEA Kickoff,Main Event,Lower Round 1,FNATIC vs Natus Vincere,FNATIC,Natus Vincere,2,1,FNATIC won
VCT 2025: EMEA Kickoff,Main Event,Lower Round 1,Team Liquid vs Apeks,Team Liquid,Apeks,2,1,Team Liquid won
VCT 2025: EMEA Kickoff,Main Event,Lower Round 1,Gentle Mates vs KOI,Gentle Mates,KOI,2,1,Gentle Mates won
VCT 2025: EMEA Kickoff,Main Event,Upper Semifinals,BBL Esports vs Team Heretics,BBL Esports,Team Heretics,0,2,Team Heretics won
VCT 2025: EMEA Kickoff,Main Event,Upper Semifinals,FUT Esports vs Team Vitality,FUT Esports,Team Vitality,0,2,Team Vitality won
VCT 2025: EMEA Kickoff,Main Event,Lower Round 2,Gentle Mates vs FNATIC,Gentle Mates,FNATIC,0,2,FNATIC won
VCT 2025: EMEA Kickoff,Main Event,Lower Round 2,GIANTX vs Team Liquid,GIANTX,Team Liquid,0,2,Team Liquid won
VCT 2025: EMEA Kickoff,Main Event,Lower Round 3,FUT Esports vs FNATIC,FUT Esports,FNATIC,2,0,FUT Esports won
VCT 2025: EMEA Kickoff,Main Event,Lower Round 3,BBL Esports vs Team Liquid,BBL Esports,Team Liquid,1,2,Team Liquid won
VCT 2025: EMEA Kickoff,Main Event,Upper Final,Team Vitality vs Team Heretics,Team Vitality,Team Heretics,2,0,Team Vitality won
VCT 2025: EMEA Kickoff,Main Event,Lower Round 4,FUT Esports vs Team Liquid,FUT Esports,Team Liquid,1,2,Team Liquid won
VCT 2025: EMEA Kickoff,Main Event,Lower Final,Team Heretics vs Team Liquid,Team Heretics,Team Liquid,0,3,Team Liquid won
VCT 2025: EMEA Kickoff,Main Event,Grand Final,Team Vitality vs Team Liquid,Team Vitality,Team Liquid,3,2,Team Vitality won
VCT 2025: Pacific Kickoff,Main Event,Upper Round 1,BOOM Esports vs T1,BOOM Esports,T1,1,2,T1 won
VCT 2025: Pacific Kickoff,Main Event,Upper Round 1,ZETA DIVISION vs Nongshim RedForce,ZETA DIVISION,Nongshim RedForce,0,2,Nongshim RedForce won
VCT 2025: Pacific Kickoff,Main Event,Upper Round 1,Global Esports vs Team Secret,Global Esports,Team Secret,2,1,Global Esports won
VCT 2025: Pacific Kickoff,Main Event,Upper Round 1,DetonatioN FocusMe vs Rex Regum Qeon,DetonatioN FocusMe,Rex Regum Qeon,1,2,Rex Regum Qeon won
VCT 2025: Pacific Kickoff,Main Event,Upper Quarterfinals,DRX vs Nongshim RedForce,DRX,Nongshim RedForce,2,1,DRX won
VCT 2025: Pacific Kickoff,Main Event,Upper Quarterfinals,Paper Rex vs T1,Paper Rex,T1,1,2,T1 won
VCT 2025: Pacific Kickoff,Main Event,Upper Quarterfinals,TALON vs Global Esports,TALON,Global Esports,2,1,TALON won
VCT 2025: Pacific Kickoff,Main Event,Upper Quarterfinals,Gen.G vs Rex Regum Qeon,Gen.G,Rex Regum Qeon,2,1,Gen.G won
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Nongshim RedForce vs BOOM Esports,Nongshim RedForce,BOOM Esports,2,1,Nongshim RedForce won
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Paper Rex vs ZETA DIVISION,Paper Rex,ZETA DIVISION,2,0,Paper Rex won
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Rex Regum Qeon vs Team Secret,Rex Regum Qeon,Team Secret,2,1,Rex Regum Qeon won
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Global Esports vs DetonatioN FocusMe,Global Esports,DetonatioN FocusMe,0,2,DetonatioN FocusMe won
VCT 2025: Pacific Kickoff,Main Event,Upper Semifinals,T1 vs TALON,T1,TALON,2,1,T1 won
VCT 2025: Pacific Kickoff,Main Event,Upper Semifinals,Gen.G vs DRX,Gen.G,DRX,0,2,DRX won
VCT 2025: Pacific Kickoff,Main Event,Lower Round 2,Nongshim RedForce vs Rex Regum Qeon,Nongshim RedForce,Rex Regum Qeon,2,1,Nongshim RedForce won
VCT 2025: Pacific Kickoff,Main Event,Lower Round 2,DetonatioN FocusMe vs Paper Rex,DetonatioN FocusMe,Paper Rex,2,0,DetonatioN FocusMe won
VCT 2025: Pacific Kickoff,Main Event,Lower Round 3,TALON vs Nongshim RedForce,TALON,Nongshim RedForce,2,1,TALON won
VCT 2025: Pacific Kickoff,Main Event,Lower Round 3,Gen.G vs DetonatioN FocusMe,Gen.G,DetonatioN FocusMe,2,0,Gen.G won
VCT 2025: Pacific Kickoff,Main Event,Upper Final,T1 vs DRX,T1,DRX,1,2,DRX won
VCT 2025: Pacific Kickoff,Main Event,Lower Round 4,TALON vs Gen.G,TALON,Gen.G,0,2,Gen.G won
VCT 2025: Pacific Kickoff,Main Event,Lower Final,T1 vs Gen.G,T1,Gen.G,3,2,T1 won
VCT 2025: Pacific Kickoff,Main Event,Grand Final,DRX vs T1,DRX,T1,3,2,DRX won
VCT 2025: Americas Kickoff,Main Event,Upper Round 1,Evil Geniuses vs LOUD,Evil Geniuses,LOUD,0,2,LOUD won
VCT 2025: Americas Kickoff,Main Event,Upper Round 1,MIBR vs 100 Thieves,MIBR,100 Thieves,0,2,100 Thieves won
VCT 2025: Americas Kickoff,Main Event,Upper Round 1,2Game Esports vs FURIA,2Game Esports,FURIA,0,2,FURIA won
VCT 2025: Americas Kickoff,Main Event,Upper Round 1,NRG vs Cloud9,NRG,Cloud9,0,2,Cloud9 won
VCT 2025: Americas Kickoff,Main Event,Upper Quarterfinals,KRÜ Esports vs LOUD,KRÜ Esports,LOUD,0,2,LOUD won
VCT 2025: Americas Kickoff,Main Event,Upper Quarterfinals,Sentinels vs 100 Thieves,Sentinels,100 Thieves,2,1,Sentinels won
VCT 2025: Americas Kickoff,Main Event,Upper Quarterfinals,LEVIATÁN vs FURIA,LEVIATÁN,FURIA,2,0,LEVIATÁN won
VCT 2025: Americas Kickoff,Main Event,Upper Quarterfinals,G2 Esports vs Cloud9,G2 Esports,Cloud9,2,0,G2 Esports won
VCT 2025: Americas Kickoff,Main Event,Lower Round 1,FURIA vs Evil Geniuses,FURIA,Evil Geniuses,0,2,Evil Geniuses won
VCT 2025: Americas Kickoff,Main Event,Lower Round 1,Cloud9 vs MIBR,Cloud9,MIBR,1,2,MIBR won
VCT 2025: Americas Kickoff,Main Event,Lower Round 1,KRÜ Esports vs 2Game Esports,KRÜ Esports,2Game Esports,2,0,KRÜ Esports won
VCT 2025: Americas Kickoff,Main Event,Lower Round 1,100 Thieves vs NRG,100 Thieves,NRG,1,2,NRG won
VCT 2025: Americas Kickoff,Main Event,Upper Semifinals,LOUD vs Sentinels,LOUD,Sentinels,1,2,Sentinels won
VCT 2025: Americas Kickoff,Main Event,Upper Semifinals,G2 Esports vs LEVIATÁN,G2 Esports,LEVIATÁN,2,0,G2 Esports won
VCT 2025: Americas Kickoff,Main Event,Lower Round 2,Evil Geniuses vs MIBR,Evil Geniuses,MIBR,0,2,MIBR won
VCT 2025: Americas Kickoff,Main Event,Lower Round 2,NRG vs KRÜ Esports,NRG,KRÜ Esports,1,2,KRÜ Esports won
VCT 2025: Americas Kickoff,Main Event,Lower Round 3,LEVIATÁN vs MIBR,LEVIATÁN,MIBR,1,2,MIBR won
VCT 2025: Americas Kickoff,Main Event,Lower Round 3,LOUD vs KRÜ Esports,LOUD,KRÜ Esports,0,2,KRÜ Esports won
VCT 2025: Americas Kickoff,Main Event,Upper Final,Sentinels vs G2 Esports,Sentinels,G2 Esports,0,2,G2 Esports won
VCT 2025: Americas Kickoff,Main Event,Lower Round 4,MIBR vs KRÜ Esports,MIBR,KRÜ Esports,2,1,MIBR won
VCT 2025: Americas Kickoff,Main Event,Lower Final,Sentinels vs MIBR,Sentinels,MIBR,3,1,Sentinels won
VCT 2025: Americas Kickoff,Main Event,Grand Final,G2 Esports vs Sentinels,G2 Esports,Sentinels,3,2,G2 Esports won
VCT 2025: China Kickoff,Main Event,Upper Round 1,TYLOO vs Titan Esports Club,TYLOO,Titan Esports Club,0,2,Titan Esports Club won
VCT 2025: China Kickoff,Main Event,Upper Round 1,Xi Lai Gaming vs Wolves Esports,Xi Lai Gaming,Wolves Esports,2,0,Xi Lai Gaming won
VCT 2025: China Kickoff,Main Event,Upper Round 1,JDG Esports vs Dragon Ranger Gaming,JDG Esports,Dragon Ranger Gaming,1,2,Dragon Ranger Gaming won
VCT 2025: China Kickoff,Main Event,Upper Round 1,All Gamers vs Nova Esports,All Gamers,Nova Esports,0,2,Nova Esports won
VCT 2025: China Kickoff,Main Event,Upper Quarterfinals,FunPlus Phoenix vs Titan Esports Club,FunPlus Phoenix,Titan Esports Club,2,1,FunPlus Phoenix won
VCT 2025: China Kickoff,Main Event,Upper Quarterfinals,Bilibili Gaming vs Xi Lai Gaming,Bilibili Gaming,Xi Lai Gaming,2,1,Bilibili Gaming won
VCT 2025: China Kickoff,Main Event,Upper Quarterfinals,Trace Esports vs Dragon Ranger Gaming,Trace Esports,Dragon Ranger Gaming,2,0,Trace Esports won
VCT 2025: China Kickoff,Main Event,Upper Quarterfinals,EDward Gaming vs Nova Esports,EDward Gaming,Nova Esports,2,0,EDward Gaming won
VCT 2025: China Kickoff,Main Event,Lower Round 1,Titan Esports Club vs JDG Esports,Titan Esports Club,JDG Esports,0,2,JDG Esports won
VCT 2025: China Kickoff,Main Event,Lower Round 1,Xi Lai Gaming vs All Gamers,Xi Lai Gaming,All Gamers,2,1,Xi Lai Gaming won
VCT 2025: China Kickoff,Main Event,Lower Round 1,Dragon Ranger Gaming vs TYLOO,Dragon Ranger Gaming,TYLOO,2,0,Dragon Ranger Gaming won
VCT 2025: China Kickoff,Main Event,Lower Round 1,Nova Esports vs Wolves Esports,Nova Esports,Wolves Esports,2,1,Nova Esports won
VCT 2025: China Kickoff,Main Event,Upper Semifinals,Bilibili Gaming vs FunPlus Phoenix,Bilibili Gaming,FunPlus Phoenix,2,0,Bilibili Gaming won
VCT 2025: China Kickoff,Main Event,Upper Semifinals,Trace Esports vs EDward Gaming,Trace Esports,EDward Gaming,2,0,Trace Esports won
VCT 2025: China Kickoff,Main Event,Lower Round 2,Nova Esports vs Dragon Ranger Gaming,Nova Esports,Dragon Ranger Gaming,0,2,Dragon Ranger Gaming won
VCT 2025: China Kickoff,Main Event,Lower Round 2,JDG Esports vs Xi Lai Gaming,JDG Esports,Xi Lai Gaming,1,2,Xi Lai Gaming won
VCT 2025: China Kickoff,Main Event,Lower Round 3,FunPlus Phoenix vs Dragon Ranger Gaming,FunPlus Phoenix,Dragon Ranger Gaming,1,2,Dragon Ranger Gaming won
VCT 2025: China Kickoff,Main Event,Lower Round 3,EDward Gaming vs Xi Lai Gaming,EDward Gaming,Xi Lai Gaming,2,1,EDward Gaming won
VCT 2025: China Kickoff,Main Event,Upper Final,Bilibili Gaming vs Trace Esports,Bilibili Gaming,Trace Esports,1,2,Trace Esports won
VCT 2025: China Kickoff,Main Event,Lower Round 4,Dragon Ranger Gaming vs EDward Gaming,Dragon Ranger Gaming,EDward Gaming,0,2,EDward Gaming won
VCT 2025: China Kickoff,Main Event,Lower Final,Bilibili Gaming vs EDward Gaming,Bilibili Gaming,EDward Gaming,0,3,EDward Gaming won
VCT 2025: China Kickoff,Main Event,Grand Final,Trace Esports vs EDward Gaming,Trace Esports,EDward Gaming,1,3,EDward Gaming won
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Gentle Mates vs EDward Gaming,Gentle Mates,EDward Gaming,2,0,Gentle Mates won
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Xi Lai Gaming vs NRG,Xi Lai Gaming,NRG,0,2,NRG won
Valorant Masters Santiago 2026,Swiss Stage,Round 1,G2 Esports vs Paper Rex,G2 Esports,Paper Rex,0,2,Paper Rex won
Valorant Masters Santiago 2026,Swiss Stage,Round 1,T1 vs Team Liquid,T1,Team Liquid,0,2,Team Liquid won
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Paper Rex vs NRG,Paper Rex,NRG,2,1,Paper Rex won
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Gentle Mates vs Team Liquid,Gentle Mates,Team Liquid,2,0,Gentle Mates won
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (0-1),EDward Gaming vs T1,EDward Gaming,T1,0,2,T1 won
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (0-1),Xi Lai Gaming vs G2 Esports,Xi Lai Gaming,G2 Esports,0,2,G2 Esports won
Valorant Masters Santiago 2026,Swiss Stage,Round 3,NRG vs Team Liquid,NRG,Team Liquid,2,0,NRG won
Valorant Masters Santiago 2026,Swiss Stage,Round 3,G2 Esports vs T1,G2 Esports,T1,2,0,G2 Esports won
Valorant Masters Santiago 2026,Playoffs,Upper Quarterfinals,FURIA vs Paper Rex,FURIA,Paper Rex,1,2,Paper Rex won
Valorant Masters Santiago 2026,Playoffs,Upper Quarterfinals,Nongshim RedForce vs Gentle Mates,Nongshim RedForce,Gentle Mates,2,0,Nongshim RedForce won
Valorant Masters Santiago 2026,Playoffs,Upper Quarterfinals,BBL Esports vs NRG,BBL Esports,NRG,1,2,NRG won
Valorant Masters Santiago 2026,Playoffs,Upper Quarterfinals,All Gamers vs G2 Esports,All Gamers,G2 Esports,0,2,G2 Esports won
Valorant Masters Santiago 2026,Playoffs,Lower Round 1,FURIA vs BBL Esports,FURIA,BBL Esports,1,2,BBL Esports won
Valorant Masters Santiago 2026,Playoffs,Lower Round 1,Gentle Mates vs All Gamers,Gentle Mates,All Gamers,1,2,All Gamers won
Valorant Masters Santiago 2026,Playoffs,Upper Semifinals,Nongshim RedForce vs G2 Esports,Nongshim RedForce,G2 Esports,2,1,Nongshim RedForce won
Valorant Masters Santiago 2026,Playoffs,Upper Semifinals,Paper Rex vs NRG,Paper Rex,NRG,0,2,NRG won
Valorant Masters Santiago 2026,Playoffs,Lower Round 2,G2 Esports vs BBL Esports,G2 Esports,BBL Esports,2,0,G2 Esports won
Valorant Masters Santiago 2026,Playoffs,Lower Round 2,Paper Rex vs All Gamers,Paper Rex,All Gamers,2,1,Paper Rex won
Valorant Masters Santiago 2026,Playoffs,Upper Final,Nongshim RedForce vs NRG,Nongshim RedForce,NRG,2,0,Nongshim RedForce won
Valorant Masters Santiago 2026,Playoffs,Lower Round 3,Paper Rex vs G2 Esports,Paper Rex,G2 Esports,2,1,Paper Rex won
Valorant Masters Santiago 2026,Playoffs,Lower Final,NRG vs Paper Rex,NRG,Paper Rex,1,3,Paper Rex won
Valorant Masters Santiago 2026,Playoffs,Grand Final,Nongshim RedForce vs Paper Rex,Nongshim RedForce,Paper Rex,3,0,Nongshim RedForce won
VCT 2026: Americas Kickoff,Main Event,Upper Round 1,ENVY vs Evil Geniuses,ENVY,Evil Geniuses,2,1,ENVY won
VCT 2026: Americas Kickoff,Main Event,Upper Round 1,LOUD vs Cloud9,LOUD,Cloud9,0,2,Cloud9 won
VCT 2026: Americas Kickoff,Main Event,Upper Round 1,KRÜ Esports vs FURIA,KRÜ Esports,FURIA,1,2,FURIA won
VCT 2026: Americas Kickoff,Main Event,Upper Round 1,100 Thieves vs LEVIATÁN,100 Thieves,LEVIATÁN,2,1,100 Thieves won
VCT 2026: Americas Kickoff,Main Event,Upper Round 2,NRG vs Cloud9,NRG,Cloud9,2,0,NRG won
VCT 2026: Americas Kickoff,Main Event,Upper Round 2,MIBR vs ENVY,MIBR,ENVY,2,0,MIBR won
VCT 2026: Americas Kickoff,Main Event,Upper Round 2,Sentinels vs FURIA,Sentinels,FURIA,0,2,FURIA won
VCT 2026: Americas Kickoff,Main Event,Upper Round 2,G2 Esports vs 100 Thieves,G2 Esports,100 Thieves,2,1,G2 Esports won
VCT 2026: Americas Kickoff,Main Event,Middle Round 1,LOUD vs 100 Thieves,LOUD,100 Thieves,1,2,100 Thieves won
VCT 2026: Americas Kickoff,Main Event,Middle Round 1,Evil Geniuses vs Sentinels,Evil Geniuses,Sentinels,0,2,Sentinels won
VCT 2026: Americas Kickoff,Main Event,Middle Round 1,KRÜ Esports vs ENVY,KRÜ Esports,ENVY,1,2,ENVY won
VCT 2026: Americas Kickoff,Main Event,Middle Round 1,LEVIATÁN vs Cloud9,LEVIATÁN,Cloud9,0,2,Cloud9 won
VCT 2026: Americas Kickoff,Main Event,Middle Round 2,100 Thieves vs Sentinels,100 Thieves,Sentinels,2,0,100 Thieves won
VCT 2026: Americas Kickoff,Main Event,Middle Round 2,ENVY vs Cloud9,ENVY,Cloud9,1,2,Cloud9 won
VCT 2026: Americas Kickoff,Main Event,Upper Round 3,NRG vs MIBR,NRG,MIBR,1,2,MIBR won
VCT 2026: Americas Kickoff,Main Event,Upper Round 3,FURIA vs G2 Esports,FURIA,G2 Esports,2,1,FURIA won
VCT 2026: Americas Kickoff,Main Event,Lower Round 1,LOUD vs Evil Geniuses,LOUD,Evil Geniuses,0,2,Evil Geniuses won
VCT 2026: Americas Kickoff,Main Event,Lower Round 1,KRÜ Esports vs LEVIATÁN,KRÜ Esports,LEVIATÁN,0,2,LEVIATÁN won
VCT 2026: Americas Kickoff,Main Event,Middle Round 3,NRG vs 100 Thieves,NRG,100 Thieves,2,0,NRG won
VCT 2026: Americas Kickoff,Main Event,Middle Round 3,G2 Esports vs Cloud9,G2 Esports,Cloud9,2,0,G2 Esports won
VCT 2026: Americas Kickoff,Main Event,Lower Round 2,ENVY vs Evil Geniuses,ENVY,Evil Geniuses,0,2,Evil Geniuses won
VCT 2026: Americas Kickoff,Main Event,Lower Round 2,Sentinels vs LEVIATÁN,Sentinels,LEVIATÁN,0,2,LEVIATÁN won
VCT 2026: Americas Kickoff,Main Event,Lower Round 3,100 Thieves vs Evil Geniuses,100 Thieves,Evil Geniuses,2,0,100 Thieves won
VCT 2026: Americas Kickoff,Main Event,Lower Round 3,Cloud9 vs LEVIATÁN,Cloud9,LEVIATÁN,2,0,Cloud9 won
VCT 2026: Americas Kickoff,Main Event,Middle Round 4,NRG vs G2 Esports,NRG,G2 Esports,0,2,G2 Esports won
VCT 2026: Americas Kickoff,Main Event,Lower Round 4,100 Thieves vs Cloud9,100 Thieves,Cloud9,2,1,100 Thieves won
VCT 2026: Americas Kickoff,Main Event,Upper Final,MIBR vs FURIA,MIBR,FURIA,2,3,FURIA won
VCT 2026: Americas Kickoff,Main Event,Lower Round 5,NRG vs 100 Thieves,NRG,100 Thieves,2,0,NRG won
VCT 2026: Americas Kickoff,Main Event,Middle Final,MIBR vs G2 Esports,MIBR,G2 Esports,0,3,G2 Esports won
VCT 2026: Americas Kickoff,Main Event,Lower Final,MIBR vs NRG,MIBR,NRG,2,3,NRG won
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,Natus Vincere vs Karmine Corp,Natus Vincere,Karmine Corp,2,0,Natus Vincere won
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,FUT Esports vs Gentle Mates,FUT Esports,Gentle Mates,0,2,Gentle Mates won
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,PCIFIC Esports vs BBL Esports,PCIFIC Esports,BBL Esports,1,2,BBL Esports won
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,ULF Esports vs Team Vitality,ULF Esports,Team Vitality,0,2,Team Vitality won
VCT 2026: EMEA Kickoff,Main Event,Upper Round 2,Team Heretics vs Natus Vincere,Team Heretics,Natus Vincere,1,2,Natus Vincere won
VCT 2026: EMEA Kickoff,Main Event,Upper Round 2,GIANTX vs Gentle Mates,GIANTX,Gentle Mates,0,2,Gentle Mates won
VCT 2026: EMEA Kickoff,Main Event,Upper Round 2,FNATIC vs BBL Esports,FNATIC,BBL Esports,0,2,BBL Esports won
VCT 2026: EMEA Kickoff,Main Event,Upper Round 2,Team Liquid vs Team Vitality,Team Liquid,Team Vitality,1,2,Team Vitality won
VCT 2026: EMEA Kickoff,Main Event,Middle Round 1,Karmine Corp vs Team Liquid,Karmine Corp,Team Liquid,1,2,Team Liquid won
VCT 2026: EMEA Kickoff,Main Event,Middle Round 1,FUT Esports vs FNATIC,FUT Esports,FNATIC,1,2,FNATIC won
VCT 2026: EMEA Kickoff,Main Event,Middle Round 1,PCIFIC Esports vs GIANTX,PCIFIC Esports,GIANTX,1,2,GIANTX won
VCT 2026: EMEA Kickoff,Main Event,Middle Round 1,ULF Esports vs Team Heretics,ULF Esports,Team Heretics,0,2,Team Heretics won
VCT 2026: EMEA Kickoff,Main Event,Upper Round 3,Natus Vincere vs Gentle Mates,Natus Vincere,Gentle Mates,0,2,Gentle Mates won
